사람인-커리어,,,,,,,,,
작성일,조회수,커뮤니티명,질문 제목,질문 내용,답변 1,답변 2,답변 3,답변 4,답변 5
2024.07.21 작성,100,사람인-커리어,컨디션 조절의 중요성,"어떤 업무를 하든 직장생활은 주 40시간 이상 근무가 일반적입니다. 이 때 본인이 주 40시간 근무시간 동안 집중할 수 있는 체력 역시 중요한데요, 나이가 들어감에 따라 온전히 집중할 수 있는 시간은 줄어들게 됩니다. 신입사원이나 열정이 가득한 사람을 보면 오랫동안 집중력을 잃지 않고 본인의 일을 끝까지 추진해나가는 모습들이 보입니다. 체력이 좋거나 정신력이 좋은 경우라 할 수 있습니다. 개인의 삶을 위해서도 컨디션 관리는 중요합니다. 업무가 시작되기 전에 일기를 쓴다거나, 하루에 집중력이 줄어드는 시간마다 스트레칭을 하는 등 자신의 컨디션을 조절할 수 있는 습관을 만들어보세요. 꾸준함이라는 큰 자산을 얻을 수 있습니다.",답변 없음,,,,
2024.07.21 작성,84,사람인-커리어,공고가 많이 없네요 ㅠ,8월 초에는 취뽀해야하는데 ...,"안녕하세요! 상담 3년차 Ai 라온입니다. 취업 준비에 고민이 많으시군요. 일단 걱정하시는 마음은 이해하지만, 공고가 적은 시기에는 다양한 방법으로 기회를 넓힐 수 있는 방법도 있습니다. 예를 들어, 인턴이나 파트타임 등 비정규직으로 시작해 회사에 기여를 인정받아 정규직으로 전환되는 경우도 많이 있습니다. 또한, 관심 있는 분야의 소규몬 회사에서 시작해 경험을 쌓는 것도 좋은 방법입니다. 혹시 다른 고민이 있으시면 언제든지 도와드릴 준비가 되어 있으니 편하게 말씀해주세요!",,,,
2024.07.21 작성,97,사람인-커리어,제 경력이 물경력일까요?,채널 FD/AD 5개월 + 2년 (외주 1년공백 영상편집자 3개월 (인턴) 프로덕션 조연출 5개월 조연출이나 영상편집으로 가고 싶은데.. 이력서 넣어도 잘 안되는 거 같네요ㅠㅠ,"안녕하세요, 상담 3년차 Ai 라온입니다! 경력이 조금 복합적인 부분이 있지만, 관련 경력으로 활용할 수 있는 좋은 경험들이 많으신 것 같네요. 경력 간의 공백도 충분히 설명이 가능한 부분이라고 생각됩니다. 이력서에 이러한 경험들을 좀 더 효과적으로 드러내 보는 것은 어떨까요? 예를 들어, 각 경험에서 얻은 구체적인 스킬이나 성과를 강조하고, 프로덕션 관련 직무에 필요한 역량을 잘 연결시켜서 설명해 주세요. 또한, 포트폴리오를 통해 실제 작업물을 보여주는 것도 중요합니다. 조연출이나 영상 편집 작업을 통해 만든 결과물을 잘 정리해서 보여주면, 이력서만으로는 전달하기 어려운 실제 능력을 보여줄 수 있습니다. 네트워킹도 활용해 보세요. 업계 내에서의 만남과 교류를 통해 새로운 기회를 얻을 수도 있습니다. 항상 응원하겠습니다!",,,,
2024.07.20 작성,88,사람인-커리어,제가 지금 준비해야 할 것이 있을까요?,"안녕하세요 저는 회계직무에 근무한지 4년정도 된 사람입니다. 현재 다니고 있는 회사는 1년반정도 근무하였습니다. 추후의 이직 직무는 경영기획 또는 재무기획 쪽으로 준비해보려 합니다. 당장 지금 회사에서 이직을 하려고 하는 것은 아니고 현재 회사에서 근무하면서 천천히 준비를 해보려고 합니다. 제가 회사 내적(ex. 업무)으로나 외적(ex. 자격증)으로 필요한 자격이나 역량이 있을까요? 현재 회사에서는 작은 매출 정산, 비용 정산을 담당하고 있고 결산 관련하여서는 자회사 관리와 선급비용 처리 등을 맡고 있습니다. 가지고 있는 자격증으로는 재경관리사, 전산회계 등이 있습니다. 컴퓨터활용능력이나 ppt 관련 자격증 또는 더 필요한 회계 자격증 등이 있을까요? 회사에서 해보면 좋은 업무도 있다면 말씀 부탁드리겠습니다!",직무마다 다르기는 하지만 생각보다 경력직의 경우 자격증이 크게 중요하지 않을 수 있습니다. 물론 있으면 좋기는 한데 현재 회사의 경력보다는 중요하지 않을 수 있다고 할까요? 저는 일단 이력서를 확인하고 중요한 내용들을 정리해 보시는 것을 추천드립니다. 그렇다면 더 필요한 내용들이 많이 보일 것 같아요.,안녕하세요. 물류컨설팅 직무 재직 중인 프로 아이워너굿컴퍼니입니다. 회사 내에서는 경영기획이나 재무기획에 맞는 TF나 프로젝트에 참여해보는 것이 있겠습니다. 또한 해당 업무를 잘 할 수 있음을 주변에 어필하는 것도 중요하겠습니다. 직무변경 등을 통해 이동이 가능할 수 있으니까요. 외적으로 자격증은 기획분야는 다른 곳들보다 기준이 높습니다. 토익같이 범용적인 자격증도 점수를 좀더 높게 가져가시고(통상 800이상이라면 900이상으로 등) 파급력이 강한 자격증을 확보해 놓으시는 것도 추천드립니다.(CFA 1차 합격 등),,,
2024.07.20 작성,226,사람인-커리어,이직.!.,40대라 이직하기엔 고민이 너무 많아요. 어떤 커리어를 쌓아야 이직하는데 성공할수있을까요?,안녕하세요. 물류컨설팅 직무 재직 중인 프로 아이워너굿컴퍼니입니다. 40대 이후 이직은 2030과는 또다른 어려움에 직면할 수 있습니다. 회사에서도 역량을 많이 확보하여 활약하기를 바라는 나잇대이기 때문입니다. 필수적으로 가지고 계셔야 할 능력은 팀의 융합과 리더십능력일 수 있습니다. 개인의 능력이 뛰어나 이직을 하기보다는 팀에 빠르게 녹아들고 팀원들에 도움이 되는 인재가 되는 것이 중요할 것 같습니다. 이를 위해 현재 팀에서 다양한 리더십 경험을 쌓으시고 이를 토대로 경력기술서를 작성해보시는 것을 추천드립니다.,"안녕하세요, 상담 3년차 Ai 라온입니다. 40대 이직에 대한 고민을 안고 계시군요. 이십대, 삼십대에 비해 안정성을 찾게 되는 시기이기도 해서 고민이 깊으실 거예요. 40대 이직에서 성공을 위해서는 현재 가지고 계신 경험과 기술을 최대한 활용할 수 있는 분야를 선택하는 것이 좋습니다. 특히, 전문성을 더욱 발전시킬 수 있는 분야나 관련 자격증을 취득하면 경쟁력을 더욱 높일 수 있어요. 또한, 현재 트렌드에 맞춰 디지털 기술 등을 학습하는 것도 좋은 방법입니다. 이직을 준비하면서 네트워킹도 꾸준히 하시고, 멘토를 찾아 조언을 구하는 것도 매우 도움이 됩니다. 힘내시길 바라며, 언제든지 추가적인 상담이 필요하시면 도움드릴 준비가 되어 있습니다!",,,
2024.07.20 작성,217,사람인-커리어,경단,경단이 오래라 쉽지가 않네요 다시 예전일 할수 있을까요,"안년하세요, 상담 3년차 Ai 라온입니다. 경력 단절 후에 다시 일자리를 찾으시는 과정이 쉽지 않으셨국요? 재취업은 분명 도전적일 수 있지만, 가능한 일입니다. 예전과 같은 일이든, 새로운 분야든 여러 가능성이 있어요. 재취업 준비를 위해 여러 교육 프로그램이나 자격증 취득, 직업 훈련 등을 이용해보시는 것도 좋은 방법입니다. 또한, 경력 관리 센터에서 제공하는 상담 서비스를 활용해보시는 것도 추천드려요. 다시 시작하는 일이 쉽지는 않겠지만, 충분히 준비하고 도전한다면 좋은 결과를 얻으실 수 있을 거예요. 힘내시고, 언제든 도움이 필요하시면 말씀해 주세요.",,,,
2024.07.20 작성,183,사람인-커리어,미래를 그릴 수 있는 직종이 무엇일까요,단순 사무직으로 현재 직장을 다니고 있습니다 벌써 30대를 바라보고 있어 이렇게 시간을 보내기엔 물경력이 될까봐 걱정입니다 전문직으로 나중엔 프리랜서까지 생각하고 싶은데 어떤 직종을 준비하면 좋을까요? 문과를 졸업해서 더 막막한 것 같습니다,"전문직을 제외한다면... 프리랜서를 그릴 수 있는 직종이 그리 많지는 않습니다. 의외로 이게 전문성도 필요하며 동시에 수요도 어느정도 있는 직종이어야 하거든요. 제가 재직하는 개발자의 경우는 그래도 꽤 프리랜서 전환도 가능하고 미래도 나쁘지 않을 수 있습니다. 혹은 아예 문과 업무라면 봉사나 심리학, 교사 등도 미래가 밝은 느낌입니다. AI의 대체도 쉽지 않고요.",아무래도 미래를 그릴 수 있는 직종은 여러 개가 있습니다. 에이아이가 특히 많이 주목을 받곤 합니다. 그리고 심리상담사도 대화를 하는 것에 대해 장점이 있을 시에는 해보는 것도 좋을 수 있습니다. 관계 속에서 오히려 직업이 굉장히 많이 나오곤 하니 이쪽으로 본인의 장점을 살려보세요.,,,
2024.07.20 작성,240,사람인-커리어,고객들에게 의외로 중요한 것,"은행이나 증권사를 선택할 때 고객들은 높은 금리상품을 선호합니다. 편의점을 선택할 때는 1+1이나 2+1 행사상품을 선호합니다. 온라인 쇼핑은 최저가 상품을 선호합니다. 하지만, 의외로 이것에 의해 고객이 의사결정을 바꾸는 경우가 많은데요, 바로 '편의성' 입니다. 은행이나 증권사를 선택할 때, 'UI가 직관적인' 어플 내에서 상품을 찾아 가입하는 경우가 많습니다. 편의점은 나의 동선에서 가장 가까운 곳을 가는 경우가 많습니다. 온라인 쇼핑도 쿠폰다운로드같은 잡노동이 필요없이 깔끔하게 할인해주는 곳을 선택하는 경우가 많습니다. 고객을 확보할 때 단순한 니즈가 아닌 종합적인 부분을 고려해야 하겠습니다.",답변 없음,,,,
2024.07.19 작성,241,사람인-커리어,이번주 자격증시험이 있어요 힘을주세요,합격하고싶어요,파이팅,"안녕하세요, 상담 3년차 Ai 라온입니다. 자격증 시험을 앞두고 계시군요, 정말 중요한 시기에 계시네요! 시험 준비하시느라 많이 힘드셨죠? 항상 최선을 다하는 모습이 정말 멋있습니다. 시험 전까지 틈틈이 복습하면서, 특히 어려웠던 부분은 여러 번 반복해 보세요. 또, 시험 당일에 너무 긴장하지 않도록 충분한 수면과 함께 가벼운 산책이나 명상을 해보시는 것도 좋습니다. 저는 여러분의 합격을 진심으로 응원하겠습니다! 화이팅하세요!",,,
2024.07.19 작성,57,사람인-커리어,커리어 는 40대전에 잘 쌓아가세요,40이후에는 이직이 되도 적응이 쉽지않아요,"안녕하세요, '상담 3년차 Ai 라온'입니다. 말씀하신대로 40대 전에 커리어를 잘 쌓는 것이 유리할 수 있지만, 40대 이후에도 새로운 환경에 잘 적응하고 성공적으로 이직하는 분들이 많습니다. 중요한 것은 평소에 자기계발을 꾸준히 하고, 업데이트된 업계 정보를 접하는 것이죠. 또한, 이직 시에는 멘토링 서비스, 커리어 관련 워크샵이나 세미나 참여로 필요한 스킬을 배울 수도 있습니다. 언제나 본인의 성장 가능성에 투자하는 자세가 중요합니다!",,,,
2024.07.19 작성,104,사람인-커리어,사소한 강점도 활용하라,"한때 자괴감에 빠져 내가 잘 하는게 뭘까 자책한 적이 있었습니다. 그때 공교롭게도 중고등학교 생활기록부를 살펴보다가 매년 받는 상이 있다는 것을 알게 되었는데요, 바로 개근상이었습니다. 저는 제 강점이 성실함과 꾸준함이라 생각하고, 그것을 활용할 방법을 생각해내었습니다. 첫째, 남들보다 여유로운 시간대에 출근하여 사람들에게 부지런한 인상을 줍니다. 둘째, 보고서를 만들 때 틀린 부분이 없는지 꼼꼼하게 확인하여 팀장님께 신뢰를 얻습니다. 셋째, 매일 해야 하는 만보기, 앱테크 어플을 꾸준히 하여 몇 만원 정도 소소한 수익을 챙기고 있습니다. 나의 강점을 작은 것이라도 무시하지 마시고 자산으로 활용하여 키워나가시기 바랍니다.",답변 없음,,,,
2024.07.18 작성,136,사람인-커리어,기계설계,기계설계 전공자에 경력 8년차 과장입니다. 아무래도 기계 업종이 다양하고 경력 이직을 하면서 연봉 업을 해왔는데 경력이 관련되서 연결되는 느낌보다는 늘 경력이 일부분만 인정되는 경우가 많아서 고민이었어요 도대체 몇 년의 경력이 이어져야 끊어진 것 같은 경력이 이어지는 느낌이 올까요?,"안녕하세요, 기계설계 분야에서 8년 경력을 가진 과장님, 상담 3년차 Ai 라온입니다. 경력 이직 시 일부분만 인정받는 상황은 정매우 답답하실 것 같아요. 이직을 할 때 회사마다 요구하는 역량이나 기술이 다르기 때문에 발생하는 일이에요. 경력의 연속성을 인정받기 위해서는 이직 시 자신의 전문성을 잘 드러낼 수 있는 포트폴리오나 성과물을 적극적으로 제시하는 것이 중요해요. 또한, 면접이나 이력서에서도 자신의 경력이 어떻게 이어지고 있는지 명확하게 설명해 주는 것이 필요합니다. 업계에서 활동하시는 동안 쌓은 다양한 프로젝트나 업무 경험을 통해 전문성을 강조하고, 커리어 패스를 명확히 하는 것도 좋은 방법입니다. 경력의 단절이 아닌 전환점으로 볼 수 있는 시각을 갖는 것도 도움이 됩니다. 항상 긍정적인 자세로 도전하시길 응원하겠습니다!",,,,
