연번,제목,날짜,글 내용,댓글 내용
23,현재 이렇게 견적 짜봤는데 어떤가요?,2024.06.26 13:07,현재 cpu 라이젠 7 할지 5 7500f로 갈지 고민도 되고 이렇게 견적 봤을때 어떠신가요?,"메모리는 하이닉스 a 다이 언락 고수율 제품으로 구성하는 게 6000 클럭 expo 적용 호환성이 좋습니다. ssd는 동일 가격대에 pcie4.0 상위 성능인 t500 으로 변경하시는 게 더 좋습니다. 미니샵 견적달인 coke_bear 님의 견적입니다. LV. 13020 118 구매 2 0 리뷰 8055 73 견적 422 3 후기 번호 분류 상품명 수량 현금가 카드가 1 CPU AMD 라이젠5-5세대 7500F (라파엘) (멀티팩(정품)) 1 187,700원 201,070원 2 메인보드 ASRock B650M Pro RS 대원씨티에스 1 170,000원 182,210원 3 메모리 ADATA XPG DDR5-6000 CL30 LANCER RGB 화이트 패키지 (32GB(16Gx2)) 1 174,990원 183,290원 || 안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * AMD 라이젠 7500F + RTX 4060 TI 로 구성시 올 화이트 구성이라도 가격대를 조금 더 가성비 있게 구성이 가능하며 들어가있는 SSD제품은 PCIE3.0제품이며 구성해주신 PCIE4.0환경에서는 PCIE3.0제품을 사용해주시는거보다 PCIE4.0제품으로 구성해주시는게 성능적으로 이점이 있습니다 변경추천드립니다^^"
24,예산 250으로 작업/게임용 컴퓨터 견적 짰는데 검토해주실 수 있을까요?,2024.06.26 13:05,"안녕하세요! 이번에 작업용+게임용으로 데스크탑을 처음 맞추려고 합니다. 한두달쯤 전에 여기서 견적 여쭤봤던게 있어 거기에 개인적으로 품 몇개를 바꾼 후 검토 한번 하고 구매하려는데 혹시 호환이 안되는 부분이나 이상한 부분 등 고칠 점이 있는지 확인해주시면 감사하겠습니다..!! 예산 : 250정도 주 사용목적 : 2D, 3D작업 + 게임 및 영상편집 + 가끔 작업방송 / 게임방송 사용 프로그램 : 클립스튜디오 / 포토샵 / 프리미어 / 애프터이펙트 / 블렌더 게임 : 레데리2 / 호그와트레거시 / 발더게3 (4k 최상옵까지는 필요하지 않고 위 게임들 무난하게 중상옵으로 돌아갈 수 있는 정도면 충분합니다) - 최소 5년 이상 사용 예정입니다. - 메인보드 B760M 박격포II였다가 B650M으로 바꿨는데 별로일까요? - CPU는 암드 7900x도 고민했는데 애펙 프리미어 사용예정이라 13600k로 바꿨습니다. - 모니터 색 재현율이 괜찮았으면 좋겠는데 현재 담아둔 모니터도 괜찮을까요? 만약 예산을 더 투자해야한다면 이대로 사용하겠습니다..!! - 수랭쿨러는 고장 시 대응이 어려울 것 같아서 가급적 공랭쿨러 사용하고싶은데 현 사양에 공랭을 달아도 괜찮을지, 그리고 어떤 제품을 달면 좋을지 추천 부탁드립니다..!! (쿨러는 일반과 화이트의 가격차이가 크지 않다면 가급적 화이트로 하고싶습니다)","메인보드가 B650 칩셋이라면 인텔과 호환이 불가능합니다 ㅠㅠ || 게임과 원컴 방송까지 안정적으로 구성하려면 e코어가 있는 인텔 cpu 의 경우 e코어 간섭으로 원활한 방송 세팅이 어려울 수 있어 p코어 구성인 7900x 3d로 변경하시는 걸 추천드립니다. 작업도 병행하시는 용도라 메모리는 5600 클럭 기본 메모리에 화이트 방열판으로 튜닝하는 게 좋습니다. 미니샵 견적달인 coke_bear 님의 견적입니다. LV. 13020 118 구매 2 0 리뷰 8055 73 견적 422 3 후기 번호 분류 상품명 수량 현금가 카드가 1 CPU AMD 라이젠9-5세대 7900X3D (라파엘) (멀티팩(정품)) 1 644,960원 664,170원 2 메인보드 ASRock B650M Pro RS 대원씨티에스 1 175,770원 182,210원"
25,컴퓨터 견적 이거 괜찮을까요..?,2024.06.26 13:04,"전역하고 컴퓨터 맞추는건데 이정도면 충분할까요?? 용도는 프리미어, 에펙, 포토샵, 일러 돌리고 게임은 일단은 원신 생각중입니다. 전반적으로 다른 사람들 견적을 보면서 화이트로 맞춰봤습니다만 제가 컴퓨터를 진짜 잘 모르는데 같은 그래픽카드도 제조사가 다양하더라구요 차이는 잘 모르겠지만 원룸이라 렌더링 키고 자면 시끄럽지만 않으면 좋겠습니다. 그리고 모니터도 이벤트 하길래 저거 살까 고민중인데 100hz도 충분한지 잘 모르겠습니다! 게임을 엄청 열심히 하지는 않는데 144hz 이상을 추천하는 글이나 영상이 많아서요 여기가 제일 잘 알려주시는거 같아 글 올려봅니다...",현재 모니터가 단종인 것으로 보입니다..ㅠㅠ DDR5 메모리 기준 하이닉스 칩셋을 사용한 메모리가 불량률도 낮고 호환성이 좋으며 안정성도 높은 부분이라 하이닉스 칩셋 기반인 ADATA LANCER 메모리로 변경하시는 편을 추천드립니다. 선택하신 하드디스크는 기록 방식이 SMR 방식입니다. 하드디스크의 경우 기록 방식이 CMR 방식인 제품이 조금 더 안정성이 높고 성능이 좋습니다. 따라서 견적서에 구성해드린 해당 제품이 CMR 방식인 제품으로 변경해드렸습니다. 견적에 대해 궁금하신 점과 부품 변경을 원하시면 아래 카카오톡으로 채팅 남겨주세요! http://pf.kakao.com/_epfZb/chat || 작업용으로 사용하시는 부분이라 가급적이면 메모리는 XMP(EXPO)제품 보다는 순정메모리로 구성해주시면 좋을 것 같습니다! 그리고 프리미어를 사용하시는 부분이라 퀵싱크 기능을 위해서 가급적이면 인텔 내장그래픽이 있는 CPU를 기반으로 구성을 해주시면 좋을 것 같네요! -------------------- 아래 카카오톡 채널으로 문의를 남겨주시면 더 자세하게 견적상담을 드리도록 하겠습니다! 카카오채널: https://pf.kakao.com/_ErDGxj / 웹사이트 : 08dragon.com 이미지 카테고리 상품명 수량 가격 합계
26,견적 확인 한 번만 부탁드립니다,2024.06.26 13:00,"게임, 3d 작업 둘 다 하는데 게임이 우선입니다. 프로그램은 블렌더, c4d 사용합니다. 예산 300대 초반까지고 견적 수정할 부분 있는지 궁금합니다.","작업도 병행하시는 용도라 cpu 쪽에 좀 더 투자하셔서 7950x 3d로 게임과 작업 모두 최상의 성능으로 사용하시면 좋을 것 같습니다. 미니샵 견적달인 coke_bear 님의 견적입니다. LV. 13020 118 구매 2 0 리뷰 8055 73 견적 422 3 후기 번호 분류 상품명 수량 현금가 카드가 1 CPU AMD 라이젠9-5세대 7950X3D (라파엘) (멀티팩(정품)) 1 821,900원 846,000원 2 메인보드 GIGABYTE B650 AORUS ELITE AX ICE 피씨디렉트 1 304,300원 317,000원 3 메모리 TeamGroup DDR5-5600 CL46 Elite Plus 실버 서린 (16GB) 2 140,400원 145,000원 || 안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * RTX 4080 SUPER 급으로 구성을 하신다면 메인보드 제품은 M-ATX보드가 아닌 ATX 보드로 구성을 해주셔야 간섭 부분이 문제가 생기지 않습니다 ^^ 들어가있는 SSD제품은 PCIE3.0제품이며 구성해주신 PCIE4.0환경에서는 PCIE3.0제품을 사용해주시는거보다 PCIE4.0제품으로 구성해주시는게 성능적으로 이점이 있습니다 변경추천드립니다^^"
27,현재 사양에서 업그레이드 문의!,2024.06.26 12:56,안녕하세요 신입입니다~ 본 사양 . AMD 라이젠 5 2600 6코어 3.4 . 기가바이트 b450m 어로스 엘리트 . inno 3d 1660ti 6gb . 삼성 16gb (8기가x2) . ssd adata 500gb . hdd 씨게이트 1tb . 마이크로닉스 정격 700w 사용하다가 리니지w 3계정 돌리는게 버벅되서 보니 램이 딸려 8기가 2개더 추가해서 32로 바꾼 상태입니다 컴알못이 멋도모르고 cpu 그래픽카드 업그레이드 할려고 amd 5세대 주문하려고했다가 호환안된다해서... 낭패볼뻔했네여;;; 현재 쓰는 보드에 최대치로 가려면 cpu나 그래픽카드 추천좀 해주세요!! 그리고 보면 저보다 컴퓨터 사양이 안좋은데도 막 리니지 다계정 20개씩 돌리는 사람들은... 대체 어떻게 사용하길래 그럴수 있는거져?!?! 고수님들 부탁드립니다!!,지금 사용중이신 메인보드에서 CPU를 변경하신다면 중고로 구매를 해주신다면 5950X까지도 고려를 해볼수가 있을 것 같습니다~ 아직 재고가 있는 상품들 위주로 구성하신다면 5700X가 있겠네요! 그래픽카드는 사용중이신 메인보드가 PCIE 3.0이라 어느정도 성능하락을 발생하겠으나 호환에는 문제가 없기에 큰 고민없이 구입해주셔도 될 것 같습니다! || 해당 보드에서 가장 성능이 좋은 CPU로 구성하신다면 5950X가 되겠네요 그래픽카드는 VRAM 용량이 높은 4060 Ti 16GB 구성 추천드립니다.
28,오버워치 360 방어 견적,2024.06.26 12:31,7800x3d에 4070s갈려고 하는데 fhd 그래픽 설정 낮음 렌더링 100으로 360우주방어 가능할까요? 아니면 80으로 가야하나요?,360 이상이라.. 옵션 타협하고 하면 RTX 4070 SUPER도 불가능하진 않을 듯 합니다? 기억상 최하옵 기준으로 7800x3d + 4070 정도 구성에 FHD 모니터 사용이라면 평균은 500 이상 최저 역시 300 이상 유지 했던 걸로 기억합니다. RTX 4070 SUPER 기준이라면 10% 정도의 성능 차이는 있으니 문제 없을 듯 하넹요 || 360 이상이라.. 옵션 타협하고 하면 RTX 4070 SUPER도 불가능하진 않을 듯 합니다? 기억상 최하옵 기준으로 7800x3d + 4070 정도 구성에 FHD 모니터 사용이라면 평균은 500 이상 최저 역시 300 이상 유지 했던 걸로 기억합니다. RTX 4070 SUPER 기준이라면 10% 정도의 성능 차이는 있으니 문제 없을 듯 하넹요
29,7800X3D 견적 조언 부탁드립니다.,2024.06.26 12:22,"안녕하세요. 요새 컴퓨터를 하나 새로 장만 할 생각에 여기저기 찾아보고 다니면서 알아보고 있는데, 일단 메인 구성은 대충 이렇게 잡아놨습니다. 보통 7800X3D 대장급 공랭 많이 사용하시던데. 전 발열시 팬 소음에 민감한 편이라 쿨러는 3열 짭수로 생각 중인지라 이게 괜찮은 판단 일지 궁금합니다. 램은 CPU 특성상 L3 캐쉬로 램오버를 안탄다는 말을 듣고 그냥 XMP만 사용 할 생각으로 정했습니다. 출력 환경은 4K 160HZ 이고 배그나 AAA 게임 위주(주로 RDR2)로 사용합니다. 그래픽카드는 현재 3080TI SPR-X라 차후 5080~90정도로 갈아 탈 생각인데 파워도 짱짱하게 사야할 것 같아서요. 현재 구성이 괜찮은지 궁금합니다. 더불어 나머지 부품 및 케이스 또한 적당한 제품이 있나 조언 부탁드려요.","안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 일단 말씀드리자면 AMD 에서는 XMP 6400MHz 들어가서 안정적으로 사용 가능한 경우가 많지 않습니다 추후에 XMP가 풀리거나 문제가 생깁니다^^ 수동으로 잡아주시는게 아니라면 6400MHz는 추천드리지 않으며 수냉쿨러 제품은 가격대 저렴한 제품으로 구성시 펌프 소음과 쿨러소음 2가지를 다들어야하기 때문에 하이엔드 제품군으로 구성을 하시는게 아니라면 소음은 비슷합니다 공랭쿨러 추천드립니다 ^^ || 언급하신 사용 용도 외에 다른 용도는 없으신 걸까요? 수랭 쿨러 중에서도 Thermalright AQUA ELITE 360 ARGB V3 해당 제품이 굉장히 소음 적은 제품 중 하나라 추천드립니다. 라이젠 기준 EXPO 튜닝 메모리 6000mhz 구성이 한계이기 때문에 6000mhz 메모리 구성을 추천드리며, ESSENCORE BOLT V ESSENCORE CRAS V ADATA LANCER ADATA LANCER BLADE 해당 제품들이 저렴하게 구성이 가능한 하이닉스 A다이 기반 튜닝 메모리입니다. 물론 OLOy 메모리 그대로 6000 CL32 제품으로 구성하셔도 무방합니다. ^^"
30,"3d 작업용, 가끔 게임용으로 어떤가요? 다시 짜봤습니다 한번 봐주세요",2024.06.26 11:58,,"작업이 더 우선이신걸까요? 맞으시다면 어떤 프로그렘을 주로 사용하시는지요? 주 사용목적이 게임보단 작업이 맞으시다면 7800x3d 보다는 그냥 라이젠 7900 구성이 더 좋을 듯 합니다. 작업 성능이 꽤나 크게 차이가 발생하는 부분입니다. 메인보드는 7800x3d로 꼭 구성하실 거라면 해당 제품 보다 더 저렴한 B650M PG lightning 제품으로도 차고 넘치는 부분이고 라이젠 7900 기준이라면 전력 소비량이 약간 높은 부분이라 B650M PG Riptide 정도로 구성하시면 좋을 듯 합니다. 애즈윈 , 대원 CTS 같이 AS 정책이 우수한 부분이기도 합니다. || 가끔 게임이시고 주로 작업용으로 구성하시는 거라면 7800X3D보다는 7900 구성을 추천드립니다. https://quasarzone.com/bbs/qf_hwjoin/views/1966125 위 링크 보시는 것처럼 PC 1대당 3시간 이상 정밀 테스트를 진행하고 있는 입장으로써 지금까지 테스트 후, 출고되는 모든 PC들 데이터를 종합해서 말씀드리자면 DDR5 기준 SK하이닉스 칩셋 기반 메모리가 가장 안정성이 높고 호환성이 좋습니다. 가급적 SK하이닉스 칩셋 기반의 메모리로 구성하시는 편을 추천드립니다. 5600 CL46 기준 하이닉스 칩셋 기반 메모리 목록 SK하이닉스, ESSENCORE, PATRIOT, TeamGroup, GeIL 그 외 메모리는 기타 IC 칩셋 기반입니다. 따라서 가급적 하이닉스 칩셋 기반 메모리로 구성하시는 편을 추천드립니다. ^^"
31,견적 문의,2024.06.26 11:56,"이전 글에서 30~45 사이 금액으로 견적 문의했는데요 45~55로 금액을 올리고 게임으로 쓸 컴퓨터 견적 어떻게 짜야 할까요? 고사양 게임도 옵션 타협하고 할 생각입니다 그래픽 카드는 따로 구매 할 생각이라서 그래픽 카드 제외 견적 짜주시면 감사하겠습니다 배그,팰월드 할 생각입니다 cpu는 5600g,5500gt,560pgt 이 3가지 생각하고 있습니다","본체만 저 가격이신걸까요? 5600G 내장 정도라면 롤이나 메이플 , 서든 같은 게임은 문제 없겠지만 그 이상의 그래픽 성능을 요하는 게임은 좀 어려울 겁니다. || 안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 55만원대 구성이라면 5600G 내장그래픽으로 구성을 해주시는게 좋을 듯 합니다 ^^. 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고 구매나 부품 수정을 원할 경우 빨간색 구매하기 버튼을 통해 진행 가능합니다."
32,5600 4060 이륙해도될까요,2024.06.26 11:54,예산 100만원정도로 짯고 모니터는 fhd이고 롤서든+넷플정도 이용합니다 업글생각없고 그대로 쭉쓸생각인데 이륙하면되나요?,"롤, 서든 기준이시면 그냥 그대로 이륙하시면 됩니다. ^^ 메모리 같은 경우 1개로 단일채널 구성하시는 것보다 2개로 듀얼채널로 구성해 주셔야 대역폭이 넓어 성능이 좋은 부분이라 가급적 2개로 구성하시는 편을 추천드립니다. 지금은 보이스톡 서비스 종료해서 의미없긴 한데 그래도 아직까지 윈7 설치 고민 중이시라면 최적화 업체에서 ASUS PRIME B550M-A 보드라면 웬만하면 거의 다 설치가 가능한 부분이구요 ^^ 견적에 대해 궁금하신 점과 부품 변경을 원하시면 아래 카카오톡으로 채팅 남겨주세요! http://pf.kakao.com/_epfZb/chat || 안녕하세요 남겨주신 구성상 호환 문제는 없을 것으로 판단되네요"
33,이륙 가능할까요?,2024.06.26 11:43,400만원 초반으로 생각하고 맞춘 qhd 240 or 4k 144 게임용 컴 견적입니다. 혹시 추가하거나 수정할 부분이 있을까요?,언급하신 사용 용도 외에 다른 용도는 없으신 걸까요? || 안녕하세요 퀘이사존 공식후원사 피씨팩토리입니다. 견적서 및 답변내용은 v 펼치기를 통해 확인할 수 있습니다. ----------------------- 답변내용 ------------------------ * 4K 144HZ 까지 생각을 하시고 견적을 구성하신다면 감성은 전부 빼시고 AMD 라이젠 7800X3D + RTX 4090 급으로 구성을 해주시는게 좋을 듯 합니다 ^^ 다른 궁금하신 점은 아래 실시간 카카오톡 상담을 통해 진행하시면 빠른 상담이 가능하고 구매나 부품 수정을 원할 경우 빨간색 구매하기 버튼을 통해 진행 가능합니다.
